,證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比
589,3266,昇陽,"75,000",45,"1,041,350",13.95,14.00,13.80,13.90,-,0.05,13.85,1,13.90,5,32.33
590,3296,勝德,"84,000",51,"1,725,350",20.75,20.75,20.45,20.60,+,0.1,20.45,14,20.60,14,343.33
591,3305,昇貿,"1,330,698",857,"51,306,001",39.25,39.25,38.20,38.50,+,0.1,38.50,1,38.55,1,38.12
592,3308,聯德,"122,627",78,"858,427",7.13,7.21,6.93,7.05,-,0.07,7.05,1,7.15,4,0.00
593,3311,閎暉,"137,864",122,"4,360,285",31.25,32.00,31.25,31.55,+,0.3,31.50,1,31.55,15,0.00
594,3312,弘憶股,"2,115,540","1,004","37,632,561",17.85,18.20,17.45,17.55,+,0.05,17.50,192,17.55,2,15.13
595,3321,同泰,"249,935",144,"3,307,832",13.45,13.45,13.05,13.30, ,0.0,13.15,17,13.30,7,0.00
596,3338,泰碩,"785,844",680,"47,499,564",59.50,60.90,59.30,60.50,+,1.5,60.30,10,60.50,7,23.63
597,3346,麗清,"6,577,783","4,165","326,035,640",49.10,50.90,48.60,49.50,-,0.05,49.40,4,49.50,4,0.00
598,3356,奇偶,"168,857",163,"4,579,755",27.10,27.35,27.05,27.10,+,0.2,27.05,26,27.10,2,60.22
599,3376,新日興,"563,627",492,"71,238,617",127.50,128.00,125.50,126.00,-,1.0,125.50,79,126.50,8,15.48
600,3380,明泰,"1,905,749","1,270","67,737,228",35.70,35.90,35.30,35.35,-,0.05,35.35,59,35.45,17,49.10
601,3383,新世紀,"17,251",12,"66,993",3.94,4.22,3.81,3.82,-,0.13,3.83,4,3.94,3,0.00
602,3406,玉晶光,"2,519,419","2,542","1,229,715,165",493.00,497.00,483.50,485.00,-,6.5,485.00,18,485.50,4,17.69
603,3413,京鼎,"1,807,579","1,487","396,824,479",224.00,225.00,217.00,218.00,-,1.0,218.00,5,218.50,2,14.63
604,3416,融程電,"257,414",130,"19,663,560",76.70,76.90,75.80,76.40,+,0.2,76.30,5,76.40,2,21.64
605,3419,譁裕,"951,780",497,"19,564,462",20.60,20.80,20.35,20.55,+,0.15,20.55,57,20.60,32,93.41
606,3432,台端,"522,000",178,"6,768,200",12.75,13.40,12.70,13.00,+,0.3,13.00,13,13.05,18,26.53
607,3437,榮創,"2,710,886","1,638","87,476,045",32.35,33.00,31.70,31.90, ,0.0,31.90,50,32.00,11,0.00
608,3443,創意,"2,196,954","2,130","881,845,027",410.00,410.00,396.00,396.50,-,3.0,396.50,14,397.00,13,62.54
609,3450,聯鈞,"1,196,092",929,"77,544,762",64.40,65.20,64.30,64.80,+,0.8,64.80,1,64.90,17,39.51
610,3454,晶睿,"146,962",126,"12,204,515",83.40,83.60,82.70,83.40, ,0.0,83.30,1,83.40,11,28.96
611,3481,群創,"209,197,575","35,662","3,513,319,162",17.00,17.10,16.50,16.50,-,0.2,16.50,"5,905",16.55,333,0.00
612,3494,誠研,"189,109",120,"806,191",4.24,4.35,4.24,4.25,+,0.02,4.24,2,4.25,2,0.00
613,3501,維熹,"384,614",230,"21,245,579",55.20,55.60,54.90,55.40,+,0.7,55.30,1,55.50,15,14.28
614,3504,揚明光,"2,441,261","1,999","162,722,151",64.00,68.50,63.60,65.70,+,2.4,65.70,5,65.90,2,0.00
615,3515,華擎,"286,557",230,"43,792,799",153.50,153.50,152.00,152.50,+,1.5,152.50,14,153.00,5,13.50
616,3518,柏騰,"488,243",204,"15,555,809",31.70,32.40,31.50,31.80,+,0.1,31.70,1,31.80,6,0.00
617,3528,安馳,"57,324",47,"2,511,146",44.00,44.00,43.70,43.70,-,0.05,43.70,3,43.75,4,13.12
618,3530,晶相光,"342,984",305,"37,576,789",109.50,110.50,109.00,109.00,+,0.5,109.00,8,109.50,4,40.82
619,3532,台勝科,"619,953",540,"85,505,244",138.50,140.00,136.50,137.00,+,0.5,136.50,23,137.00,6,44.77
620,3533,嘉澤,"792,023",767,"395,925,335",493.50,508.00,493.50,500.00,+,10.0,497.00,6,500.00,9,19.25
621,3535,晶彩科,"274,040",156,"5,271,934",19.15,19.35,19.10,19.25,+,0.1,19.25,21,19.30,30,0.00
622,3536,誠創,"37,339",16,"180,568",4.54,4.95,4.54,4.95,+,0.03,4.92,4,4.95,19,0.00
623,3543,州巧,"132,000",53,"3,905,300",29.50,30.00,29.50,29.90, ,0.0,29.80,3,29.90,20,67.95
624,3545,敦泰,"27,066,696","15,476","2,821,341,913",105.00,107.50,100.50,102.00,+,2.0,102.00,37,102.50,113,42.15
625,3550,聯穎,"282,513",234,"4,342,322",15.50,15.50,15.25,15.25, ,0.0,15.25,8,15.30,27,20.07
626,3557,嘉威,"953,317",885,"90,908,715",92.00,97.50,91.90,95.00,+,4.5,95.00,43,95.50,7,9.78
627,3563,牧德,"204,112",219,"55,788,082",274.00,275.50,272.00,272.00,-,1.5,272.00,11,273.00,2,18.43
628,3576,聯合再生,"48,001,820","12,771","682,899,709",13.90,14.50,13.85,14.20,+,0.5,14.20,558,14.25,142,0.00
629,3583,辛耘,"213,172",167,"13,274,200",61.40,63.00,61.40,62.40,+,1.3,62.40,14,62.50,7,16.42
630,3588,通嘉,"715,041",530,"42,501,069",59.20,60.20,58.90,59.20,+,0.2,59.20,1,59.30,2,61.67
631,3591,艾笛森,"455,268",294,"8,419,023",18.85,18.95,18.25,18.40,-,0.1,18.40,7,18.50,1,52.57
632,3593,力銘,"164,796",149,"2,176,977",12.90,13.50,12.90,13.40,+,0.3,13.35,3,13.40,1,"1,340.00"
633,3596,智易,"3,324,672","2,506","318,745,448",94.30,96.80,94.10,96.50,+,3.0,96.40,18,96.50,119,13.83
634,3605,宏致,"2,144,634","1,365","96,686,304",44.40,45.80,44.05,45.25,+,1.55,45.20,10,45.25,112,18.78
635,3607,谷崧,"116,199",105,"1,604,125",13.85,13.90,13.70,13.80,+,0.05,13.80,1,13.90,22,0.00
636,3617,碩天,"53,023",45,"4,367,611",83.00,83.00,82.10,82.50,-,0.5,82.50,12,82.60,1,24.48
637,3622,洋華,"1,012,372",656,"32,779,540",32.60,33.00,31.85,32.00,-,0.3,32.00,13,32.20,3,26.67
638,3645,達邁,"2,424,588","1,527","132,084,858",53.50,55.20,53.50,54.70,+,2.3,54.60,11,54.70,80,19.89
639,3653,健策,"1,596,732","1,319","473,598,084",290.50,302.00,290.50,299.00,+,11.5,298.00,3,299.00,2,39.24
640,3661,世芯-KY,"2,575,100","2,604","2,169,416,618",860.00,864.00,826.00,830.00,-,15.0,830.00,49,831.00,1,69.34
641,3665,貿聯-KY,"1,851,638","1,719","514,354,844",278.00,283.50,272.50,273.00,+,2.5,272.50,24,273.00,65,20.59
642,3669,圓展,"1,264,118",860,"95,255,177",75.30,76.00,74.40,75.70,+,1.3,75.50,13,75.70,9,8.93
643,3673,TPK-KY,"7,362,472","4,422","372,926,403",51.70,51.90,50.00,50.30,-,1.0,50.30,111,50.40,14,29.59
644,3679,新至陞,"2,015,153","1,736","297,706,509",147.50,153.50,142.50,143.50,-,2.5,143.50,6,144.00,4,12.44
645,3682,亞太電,"3,645,769","1,250","35,084,294",9.64,9.68,9.59,9.59,-,0.02,9.59,115,9.60,24,0.00
646,3686,達能,"2,982,881","1,634","53,801,455",17.65,18.75,17.15,18.10,+,0.6,18.05,24,18.10,11,0.00
647,3694,海華,"350,053",229,"9,657,196",27.60,27.80,27.40,27.70,+,0.2,27.65,6,27.75,8,16.01
648,3701,大眾控,"6,380",20,"87,534",13.70,13.75,13.70,13.75,+,0.1,13.75,2,13.80,1,0.00
649,3702,大聯大,"2,066,488","1,406","93,664,102",45.35,45.50,45.10,45.35,+,0.35,45.25,4,45.35,18,10.95
650,3702A,大聯大甲特,"69,020",36,"3,440,497",49.85,49.85,49.80,49.85, ,0.0,49.80,65,49.85,3,0.00
651,3703,欣陸,"3,546,984","1,587","83,104,002",23.45,23.90,23.20,23.25,-,0.2,23.25,98,23.30,4,19.54
652,3704,合勤控,"6,657,556","3,505","227,849,378",33.60,34.70,33.45,34.30,+,1.2,34.25,15,34.30,104,71.46
653,3705,永信,"113,039",114,"5,007,746",44.40,44.40,44.15,44.35, ,0.0,44.35,5,44.40,11,14.08
654,3706,神達,"13,353,242","5,941","383,397,326",28.65,28.90,28.50,28.80,+,0.35,28.80,13,28.85,82,11.80
655,3708,上緯投控,"1,402,718","1,132","210,371,571",147.50,151.50,147.50,151.00,+,4.0,150.50,17,151.00,3,15.81
656,3711,日月光投控,"18,337,320","8,787","1,868,830,851",103.00,103.50,100.00,101.00, ,0.0,100.50,"1,091",101.00,536,15.66
657,3712,永崴投控,"549,325",322,"15,962,487",28.70,29.35,28.70,28.85,+,0.15,28.85,6,28.90,20,0.00
658,3714,富采,"4,951,736","3,282","409,377,647",83.40,83.40,82.30,82.50,+,0.2,82.50,23,82.60,17,0.00
659,4104,佳醫,"290,103",231,"16,284,433",56.10,56.30,55.90,56.10, ,0.0,56.00,5,56.20,14,14.53
660,4106,雃博,"236,150",217,"6,162,180",25.80,26.40,25.75,26.15,+,0.4,26.05,5,26.15,4,23.99
661,4108,懷特,"1,027,154",652,"29,627,906",29.05,29.30,28.60,28.60,-,0.3,28.60,59,28.70,1,0.00
662,4119,旭富,"283,793",302,"25,945,540",91.60,92.50,91.00,91.00,-,0.6,91.00,15,91.10,1,9.93
663,4133,亞諾法,"762,244",589,"41,008,417",53.80,54.60,53.10,53.20, ,0.0,53.20,10,53.30,1,110.83
664,4137,麗豐-KY,"359,947",327,"79,747,957",226.00,227.50,218.00,220.00,-,5.5,220.00,7,220.50,2,17.19
665,4141,龍燈-KY,"163,884",100,"1,971,430",12.20,12.20,11.90,11.95,-,0.1,11.95,1,12.05,12,0.00
666,4142,國光生,"8,288,024","4,958","478,986,525",57.10,58.90,56.80,57.20,+,0.5,57.20,50,57.30,9,0.00
667,4148,全宇生技-KY,"39,003",32,"1,373,457",34.95,35.65,34.90,35.20,+,0.3,35.15,3,35.20,2,46.93
668,4155,訊映,"176,279",143,"4,725,381",26.95,26.95,26.65,26.70,-,0.25,26.70,4,26.75,2,19.63
669,4164,承業醫,"181,158",141,"6,834,795",37.40,37.95,37.35,37.60,+,0.2,37.60,14,37.70,1,14.30
670,4190,佐登-KY,"110,176",103,"10,128,493",91.90,92.80,91.50,91.60, ,0.0,91.60,2,91.80,7,19.70
671,4306,炎洲,"3,188,654","1,059","49,177,125",15.30,15.55,15.30,15.40,+,0.2,15.40,84,15.45,161,10.07
672,4414,如興,"726,859",302,"6,993,947",9.65,9.72,9.58,9.58,-,0.04,9.58,26,9.59,1,0.00
673,4426,利勤,"133,607",108,"3,521,919",26.35,26.50,26.15,26.45,+,0.2,26.45,3,26.50,6,0.00
674,4438,廣越,"163,582",159,"19,640,003",120.50,121.00,119.50,120.00,-,1.0,119.50,26,120.00,3,25.70
675,4439,冠星-KY,"14,000",11,"2,197,500",156.50,157.00,156.50,157.00,+,1.0,157.00,2,157.50,10,13.48
676,4526,東台,"288,463",207,"4,434,850",15.45,15.45,15.30,15.45,+,0.15,15.40,1,15.45,27,0.00
677,4532,瑞智,"1,124,779",499,"24,505,860",21.80,22.00,21.60,21.85,+,0.15,21.85,8,21.90,20,16.68
678,4536,拓凱,"175,202",165,"29,514,870",170.50,171.00,167.00,167.00,-,2.0,167.00,15,168.00,26,24.31
679,4540,全球傳動,"533,515",399,"32,431,998",61.80,62.00,60.20,60.30,-,0.8,60.30,2,60.40,3,402.00
680,4545,銘鈺,"31,001",20,"909,429",29.35,29.50,29.25,29.30,-,0.05,29.25,8,29.30,9,139.52
681,4551,智伸科,"793,064",716,"140,652,404",176.50,180.00,175.50,178.00,+,2.5,177.00,3,178.50,2,35.39
682,4552,力達-KY,"411,300",285,"14,615,426",36.00,36.00,35.20,35.40,-,0.15,35.30,10,35.40,4,14.69
683,4555,氣立,"767,348",514,"46,723,237",62.00,62.80,59.10,61.20,-,0.3,61.20,4,61.50,1,36.21
684,4557,永新-KY,"14,033",44,"897,331",63.90,64.20,63.80,63.80,-,0.1,63.80,3,64.00,3,16.75
685,4560,強信-KY,"172,000",56,"7,379,650",43.00,43.10,42.70,42.70,-,0.3,42.70,3,43.00,2,20.53
686,4562,穎漢,"647,197",402,"15,723,309",25.15,25.40,23.90,24.00,-,0.95,24.00,1,24.15,5,0.00
687,4564,元翎,"726,449",463,"26,176,648",36.50,36.60,35.80,35.85,-,0.4,35.85,14,35.95,2,25.61
688,4566,時碩工業,"257,617",197,"15,698,683",61.60,61.90,60.00,60.30,-,1.3,60.30,3,60.60,4,43.38
689,4571,鈞興-KY,"262,727",228,"45,579,852",177.00,177.00,171.50,172.00,+,0.5,172.00,6,173.00,4,35.03
690,4572,駐龍,"122,606",111,"11,731,757",98.00,98.00,94.10,94.40,-,0.7,94.30,2,94.40,1,50.75
691,4576,大銀微系統,"1,324,035","1,198","208,958,653",159.00,161.00,156.00,156.50, ,0.0,156.50,12,157.00,2,226.81
692,4581,光隆精密-KY,"54,000",47,"2,123,500",39.00,39.90,38.50,39.15,+,0.35,39.10,2,39.55,3,17.88
693,4720,德淵,"868,692",479,"13,838,338",15.70,16.10,15.70,15.85,+,0.4,15.85,12,15.90,15,27.81
694,4722,國精化,"1,225,939",338,"38,068,017",31.15,31.75,30.60,31.60,+,0.4,31.55,8,31.60,20,10.97
695,4737,華廣,"216,774",178,"18,261,454",83.80,84.90,83.80,84.20,+,0.6,84.00,1,84.20,3,69.02
696,4739,康普,"989,667",719,"71,195,652",72.80,73.40,71.10,71.10,-,1.0,71.10,9,71.40,1,40.40
697,4746,台耀,"2,007,258","1,308","101,828,148",51.10,51.80,49.90,50.60,-,0.9,50.60,1,50.70,35,13.71
698,4755,三福化,"146,576",122,"9,385,721",63.50,64.60,63.50,64.10,+,0.8,64.00,1,64.10,4,14.91
699,4763,材料-KY,"243,987",220,"32,303,937",132.00,133.50,131.50,131.50, ,0.0,131.50,17,132.00,4,16.14
700,4764,雙鍵,"35,232",30,"2,286,380",65.80,65.80,64.60,64.60,-,0.8,64.60,3,65.00,10,102.54
701,4766,南寶,"113,041",88,"17,634,793",156.00,157.50,155.00,157.00,+,1.5,156.50,2,157.00,1,15.67
702,4807,日成-KY,"13,044",43,"340,039",26.00,26.40,26.00,26.00, ,0.0,25.60,2,26.00,4,9.22
703,4904,遠傳,"5,187,522","2,856","326,846,805",63.00,63.30,62.60,63.30,+,0.4,63.20,11,63.30,15,23.98
704,4906,正文,"9,626,031","4,118","304,139,775",31.55,31.90,31.35,31.50,+,0.35,31.45,85,31.50,34,9.57
705,4912,聯德控股-KY,"361,512",274,"55,452,494",154.50,156.00,151.50,151.50,-,2.0,151.50,27,152.00,1,18.23
706,4915,致伸,"10,299,545","6,297","654,694,369",61.90,64.40,61.60,64.20,+,2.3,64.10,36,64.20,99,15.07
707,4916,事欣科,"181,639",155,"4,328,116",24.30,24.30,23.65,23.70,-,0.25,23.65,13,23.70,1,0.00
708,4919,新唐,"1,715,618","1,156","75,568,622",44.15,44.45,43.80,43.90,+,0.1,43.90,13,43.95,3,30.92
709,4927,泰鼎-KY,"1,925,399","1,546","130,441,580",68.00,68.50,67.20,67.70,+,0.7,67.70,3,67.80,9,12.40
710,4930,燦星網,"1,801,061",548,"37,610,081",21.25,21.45,20.60,20.80,-,0.45,20.70,1,20.80,1,14.96
711,4934,太極,"4,960,924","2,719","141,650,155",28.25,29.65,27.70,28.55,-,0.1,28.55,24,28.60,2,0.00
712,4935,茂林-KY,"1,211,925",883,"127,679,929",106.00,106.50,104.50,104.50, ,0.0,104.50,38,105.00,2,10.10
713,4938,和碩,"9,461,920","5,010","701,503,557",73.70,74.80,73.50,73.90,+,1.1,73.90,168,74.00,62,8.16
714,4942,嘉彰,"368,802",219,"14,482,036",39.35,39.45,39.15,39.45,+,0.45,39.40,14,39.45,4,8.95
715,4943,康控-KY,"584,778",472,"47,025,631",81.10,81.50,80.00,80.00,-,0.3,80.00,46,80.40,1,108.11
716,4952,凌通,"471,740",349,"21,433,505",45.55,45.90,45.15,45.20, ,0.0,45.20,9,45.25,7,17.45
717,4956,光鋐,"16,350,803","7,424","382,897,780",23.60,24.05,22.90,23.00,+,0.35,23.00,105,23.05,10,143.75
718,4958,臻鼎-KY,"2,882,391","1,500","342,943,333",119.00,120.00,118.00,119.50,+,1.5,119.00,32,119.50,21,14.45
719,4960,誠美材,"3,959,912",957,"44,519,137",11.25,11.35,11.15,11.30,+,0.15,11.25,7,11.30,411,0.00
720,4961,天鈺,"57,711,697","37,280","12,021,119,329",205.00,218.00,194.50,199.00,-,4.5,199.00,11,199.50,13,120.61
721,4967,十銓,"3,112,602","1,985","157,414,388",50.40,51.20,50.10,50.60,+,1.0,50.60,50,50.70,15,39.53
722,4968,立積,"3,284,181","2,948","1,809,404,421",552.00,559.00,545.00,548.00,+,6.0,547.00,24,549.00,90,39.97
723,4976,佳凌,"10,379,718","6,302","1,113,373,220",110.00,110.50,105.00,105.00,-,1.5,105.00,125,105.50,2,0.00
724,4977,眾達-KY,"413,162",320,"45,052,663",110.00,110.00,108.50,108.50,-,0.5,108.50,17,109.50,43,16.15
725,4989,榮科,"308,000",139,"7,711,150",25.05,25.35,24.85,25.00,+,0.1,25.00,8,25.10,3,357.14
726,4994,傳奇,"61,122",55,"4,674,890",78.10,78.10,76.10,76.10,-,0.4,76.10,6,76.70,2,19.46
727,4999,鑫禾,"3,805,975","2,589","217,285,117",58.40,58.80,55.90,56.80,-,0.7,56.80,4,56.90,9,10.04
728,5007,三星,"593,352",219,"34,211,264",57.00,58.20,57.00,58.00,+,1.0,58.00,34,58.10,3,29.90
729,5203,訊連,"90,063",117,"8,867,997",98.00,98.90,98.00,98.20,+,1.1,98.20,1,98.40,7,41.97
730,5215,科嘉-KY,"199,440",180,"26,438,553",133.00,134.00,131.50,131.50,-,1.0,131.00,22,131.50,3,13.68
731,5225,東科-KY,"91,002",32,"2,261,203",25.00,25.00,24.80,24.80,-,0.1,24.80,4,24.85,1,0.00
732,5234,達興材料,"60,401",63,"5,468,716",90.50,91.00,90.40,90.50, ,0.0,90.40,7,90.50,1,14.72
733,5243,乙盛-KY,"7,798,377","4,869","525,776,603",68.00,68.80,66.10,66.10,-,1.2,66.10,56,66.20,9,25.33
734,5258,虹堡,"46,100",24,"989,620",21.50,21.55,21.40,21.50,+,0.1,21.50,2,21.55,2,6.01
735,5269,祥碩,"872,389","1,112","1,428,958,060","1,640.00","1,675.00","1,610.00","1,620.00",+,25.0,"1,620.00",6,"1,625.00",4,46.05
736,5283,禾聯碩,"272,188",271,"39,894,259",145.50,148.00,145.00,147.00,+,1.5,146.50,3,147.00,28,11.76
737,5284,jpp-KY,"131,495",86,"5,294,815",40.35,40.70,39.90,40.10,+,0.75,40.10,2,40.35,1,18.74
738,5285,界霖,"498,260",367,"34,789,155",68.60,71.00,68.30,69.50,+,1.2,69.50,10,70.60,2,79.89
739,5288,豐祥-KY,"233,281",190,"30,337,938",134.00,134.00,128.00,128.00,-,5.0,127.50,15,128.00,6,15.24
740,5388,中磊,"1,367,489",926,"97,551,776",71.90,72.10,70.70,71.00,-,0.3,70.90,18,71.00,34,18.54
741,5434,崇越,"479,000",417,"57,330,018",120.00,120.50,119.00,120.00,+,0.5,119.50,32,120.00,23,11.34
742,5469,瀚宇博,"5,159,329","2,860","241,181,069",46.80,47.15,46.35,46.45,+,0.25,46.45,41,46.50,15,8.45
743,5471,松翰,"6,734,857","4,212","578,248,300",85.90,86.40,85.00,86.30,+,1.0,86.20,4,86.30,28,14.12
744,5484,慧友,"142,478",118,"2,236,471",16.00,16.10,15.55,15.60,-,0.4,15.60,15,15.70,1,0.00
745,5515,建國,"449,915",194,"5,890,595",13.15,13.25,13.00,13.10,-,0.05,13.05,18,13.10,29,11.01
746,5519,隆大,"1,450,027",470,"25,474,526",17.80,17.80,17.40,17.40,-,0.45,17.35,29,17.40,39,11.15
747,5521,工信,"5,352,370","1,637","57,344,654",10.90,10.90,10.60,10.75,-,0.15,10.75,44,10.80,111,3.50
748,5522,遠雄,"644,607",519,"34,565,192",54.50,54.50,53.20,53.60,-,0.6,53.50,26,53.60,3,13.14
749,5525,順天,"30,598",16,"662,057",21.75,21.75,21.55,21.55,-,0.05,21.60,2,21.65,8,50.12
750,5531,鄉林,"7,625,246","3,030","119,474,184",15.50,16.10,15.30,15.30, ,0.0,15.30,171,15.35,2,38.25
751,5533,皇鼎,"220,000",98,"3,663,100",16.60,16.80,16.50,16.65,+,0.1,16.50,27,16.65,19,48.97
752,5534,長虹,"441,174",395,"36,891,541",84.20,84.40,83.10,83.50,-,0.4,83.30,13,83.50,2,9.82
753,5538,東明-KY,"3,000",3,"113,500",37.70,37.90,37.70,37.90,+,0.3,37.80,3,38.35,1,13.93
754,5546,永固-KY,"326,090",152,"27,200,315",83.90,83.90,82.70,83.50,+,0.1,83.50,43,83.60,1,12.30
755,5607,遠雄港,"412,208",199,"11,686,620",28.30,28.50,28.15,28.35,+,0.1,28.30,27,28.35,33,19.55
756,5608,四維航,"2,938,797","1,119","34,816,289",11.90,12.00,11.70,11.70,-,0.1,11.70,125,11.75,3,0.00
757,5706,鳳凰,"6,420,573","4,086","270,727,950",42.60,44.35,40.70,42.00,-,0.4,41.95,10,42.00,24,71.19
758,5871,中租-KY,"2,530,241","1,862","446,038,978",174.00,177.50,174.00,177.00,+,3.5,176.50,34,177.00,85,16.56
759,5871A,中租-KY甲特,"109,496",59,"10,941,551",100.00,100.00,99.90,99.90,-,0.1,99.90,46,100.00,64,0.00
760,5876,上海商銀,"6,522,100","1,973","263,830,517",40.40,40.70,40.05,40.70,+,0.25,40.65,25,40.70,68,13.30
761,5880,合庫金,"12,672,117","3,808","258,173,639",20.35,20.45,20.30,20.40,+,0.1,20.35,140,20.40,171,16.72
762,5906,台南-KY,"56,791",53,"2,730,815",47.60,48.40,47.60,48.40,+,0.8,48.40,2,48.45,1,0.00
763,5907,大洋-KY,"186,000",88,"3,718,300",20.10,20.15,19.85,20.05,+,0.1,20.00,5,20.05,15,501.25
764,6005,群益證,"4,909,967","1,214","70,018,881",14.35,14.40,14.20,14.20,-,0.05,14.20,840,14.25,"1,649",10.29
765,6024,群益期,"247,679",171,"9,622,557",39.00,39.00,38.75,38.80, ,0.0,38.75,61,38.80,8,12.98
766,6108,競國,"358,040",239,"7,807,407",21.80,21.95,21.60,21.90,+,0.15,21.85,9,21.90,4,0.00
767,6112,聚碩,"387,375",244,"17,217,563",44.50,44.55,44.40,44.50,+,0.05,44.45,3,44.50,12,15.24
768,6115,鎰勝,"99,183",75,"4,315,826",43.55,43.60,43.40,43.55, ,0.0,43.50,22,43.55,2,18.38
769,6116,彩晶,"50,677,104","8,825","639,505,380",12.50,12.80,12.45,12.60,+,0.25,12.60,256,12.65,907,35.00
770,6117,迎廣,"3,832",5,"61,095",16.25,16.25,15.85,15.85,+,0.05,15.75,1,16.00,5,0.00
771,6120,達運,"903,679",359,"12,492,915",13.75,13.90,13.70,13.80,+,0.15,13.80,3,13.85,92,0.00
772,6128,上福,"25,104",23,"680,977",27.05,27.25,27.05,27.15,+,0.1,27.10,11,27.20,10,21.72
773,6133,金橋,"252,007",122,"2,326,623",9.14,9.31,9.12,9.20,+,0.14,9.20,1,9.23,15,460.00
774,6136,富爾特,"120,310",90,"2,100,770",17.50,17.50,17.40,17.50, ,0.0,17.45,65,17.50,43,36.46
775,6139,亞翔,"1,578,077",905,"50,051,410",31.40,32.15,31.25,31.95,+,0.65,31.90,21,31.95,9,21.73
776,6141,柏承,"1,061,969",656,"32,555,887",30.15,31.20,30.15,30.40,+,0.35,30.40,5,30.45,2,6.62
777,6142,友勁,"680,820",267,"6,833,205",10.05,10.10,10.00,10.00, ,0.0,10.00,64,10.05,26,0.00
778,6152,百一,"801,267",315,"7,495,582",9.45,9.45,9.29,9.35, ,0.0,9.34,30,9.35,4,49.21
779,6153,嘉聯益,"2,650,025","1,590","93,693,754",35.55,35.65,35.05,35.25,-,0.05,35.25,53,35.30,2,29.87
780,6155,鈞寶,"301,001",193,"8,218,477",27.50,27.70,27.00,27.20,-,0.1,27.15,14,27.20,17,69.74
781,6164,華興,"1,087,886",540,"13,015,899",12.00,12.25,11.85,11.90,-,0.1,11.85,61,11.90,11,0.00
782,6165,捷泰,"422,220",326,"18,543,050",43.60,44.25,43.60,43.80,+,0.3,43.75,1,43.80,5,292.00
783,6166,凌華,"79,520",68,"4,619,813",58.00,58.50,57.60,58.00,+,0.4,57.80,6,58.00,1,42.96
784,6168,宏齊,"624,524",362,"10,956,557",17.45,17.80,17.45,17.45,+,0.15,17.40,39,17.45,34,48.47
785,6172,互億,"5,000",5,"153,400",30.70,30.80,30.60,30.80,+,0.15,30.60,10,30.80,7,0.00
786,6176,瑞儀,"3,126,505","1,548","375,477,671",120.50,121.00,119.50,119.50, ,0.0,119.50,447,120.00,11,10.63
787,6177,達麗,"776,667",467,"23,729,881",30.25,30.75,30.20,30.60,+,0.4,30.55,17,30.60,14,40.80
788,6183,關貿,"50,307",100,"2,418,985",48.20,48.20,47.95,48.20, ,0.0,48.05,1,48.30,3,21.42
789,6184,大豐電,"97,237",62,"4,265,649",44.00,44.05,43.75,43.80,-,0.05,43.80,2,43.85,11,12.66
790,6189,豐藝,"325,005",255,"12,077,599",37.10,37.30,37.05,37.20,+,0.2,37.10,5,37.20,23,13.68
791,6191,精成科,"12,095,927","5,786","347,347,083",28.65,29.20,28.35,28.35,+,0.35,28.35,71,28.45,15,10.20
792,6192,巨路,"111,843",144,"8,091,716",72.50,72.70,72.00,72.30,+,0.1,72.30,3,72.50,2,12.15
793,6196,帆宣,"713,213",609,"75,430,761",105.00,107.00,104.50,106.00,+,2.0,106.00,8,106.50,3,21.72
794,6197,佳必琪,"341,661",240,"13,327,349",38.90,39.35,38.80,39.10,+,0.1,39.05,1,39.10,10,19.65
795,6201,亞弘電,"147,043",108,"7,266,310",49.30,49.75,49.20,49.65,+,0.45,49.60,1,49.65,1,14.82
796,6202,盛群,"1,124,412",761,"94,000,458",83.90,84.40,83.20,83.40,+,0.2,83.40,5,83.50,1,18.29
797,6205,詮欣,"141,120",83,"5,793,807",41.10,41.15,40.95,41.15,+,0.2,41.15,5,41.20,9,23.12
798,6206,飛捷,"233,295",183,"14,405,854",61.90,62.20,61.40,61.40,-,0.4,61.40,4,61.60,23,13.71
799,6209,今國光,"5,814,933","3,277","217,097,987",36.75,37.90,36.30,37.25,+,0.75,37.25,10,37.35,2,0.00
800,6213,聯茂,"1,926,407","1,220","256,253,062",133.50,134.00,132.00,133.50,+,0.5,133.00,18,133.50,13,17.41
801,6214,精誠,"392,674",395,"33,700,196",86.20,86.30,85.60,85.60,-,0.5,85.60,20,86.10,13,9.98
802,6215,和椿,"1,896,820",792,"42,280,017",22.05,22.90,21.85,22.50,+,0.7,22.45,5,22.50,1,21.43
803,6216,居易,"95,049",72,"2,419,904",25.35,25.55,25.35,25.50,-,0.05,25.50,12,25.55,48,19.92
804,6224,聚鼎,"5,282,657","3,696","666,283,884",121.00,130.00,120.00,126.50,+,8.0,126.00,33,126.50,12,26.35
805,6225,天瀚,"15,491",7,"58,273",3.83,3.83,3.73,3.73,+,0.01,3.50,2,3.72,5,0.00
806,6226,光鼎,"1,079,931",374,"11,043,884",10.30,10.30,10.15,10.25,+,0.1,10.20,42,10.30,108,12.06
807,6230,尼得科超眾,"111,157",107,"23,259,676",211.00,211.00,208.50,209.00, ,0.0,209.00,20,209.50,1,27.04
808,6235,華孚,"1,582,608",718,"32,682,282",20.70,20.90,20.40,20.90,+,0.5,20.85,9,20.90,9,5.46
